"","Item_ID","Sentence","HaveNeedTo","Finite","ModalPresent","QuestionType","DegreeQ","SubjectAuxInv","WhAll","MatrixNegPresent","EmbeddedNegPresent","QuantifiedSubject","QuantifiedPredicate","Wh","MatrixNegation","MatrixDoSupport","MatrixPred1","MatrixPred2","MatVerbPart","Modal","EmbeddedNegation","Verb1","Verb2","Verb3","DeterminerSubject","DeterminerNonSubject","FullWhPhrase","DeterminerSubjPresent","DeterminerNonSubjPresent","WhNode","WhParse","Question","SentenceParse","WhPhaseType","IdentityQ"
"156","143547:10","so. what kind of business are you in *t*-1?","no","yes","no","root","no","yes","","","","","","what","","","","","","","","are","","","","","","no","",NA,"(WDT What)","so. what kind of business are you in *t*-1?","(TOP (SBARQ (INTJ (UH So)) (. .) (WHNP-1 (WHNP (WDT What) (NN kind)) (PP (IN of) (NP (NN business)))) (SQ (VBP are) (NP-SBJ (PRP you)) (PP-PRD (IN in) (NP (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))","complex",""
"157","144158:74","uh, in fact i, i think 0 the bulls were ahead when i, uh, when i left *t*-1.","no","yes","no","embadjunct","no","","","","","","","when","","","were","","","","","left","","","","","","no","no",NA,"(WRB when)","when i, uh, when i left *t*-1","(TOP (S (INTJ (UH Uh)) (, ,) (PP (IN in) (NP (NN fact))) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ (DT the) (NNPS Bulls)) (VP (VBD were) (ADVP-PRD (RB ahead)) (SBAR-TMP (EDITED (RM (-DFL- \[)) (SBAR-TMP (WHADVP (WRB when)) (S-UNF (NP-SBJ (PRP I)))) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBD left) (ADVP-TMP (-NONE- *T*-1))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"158","144357:21","uh, i don't know how good portland will turn out *-1 to be *t*-2 by the end of the year.","no","","yes","embedded","yes","","","yes","","","","how","n't","do","know","","","will","","turn","be","","","the end of the year","","no","no",NA,"(WRB how)","how good portland will turn out *-1 to be *t*-2 by the end of the year","(TOP (S (INTJ (UH Uh)) (, ,) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADJP-2 (WRB how) (JJ good)) (S (NP-SBJ-1 (NNP Portland)) (VP (MD will) (VP (VB turn) (PRT (RP out)) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB be) (ADJP-PRD (-NONE- *T*-2)) (PP-TMP (IN by) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (DT the) (NN year)))))))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"159","145334:20","and it *exp*-2's amazing how much good things like, uh, sesame street will do *t*-1.","no","","yes","embedded","yes","","","","","","","how","","","'s","","","will","","do","","","","","","no","no",NA,"(WRB how)","how much good things like, uh, sesame street will do *t*-1","(TOP (S (CC And) (NP-SBJ (NP (PRP it)) (SBAR (-NONE- *EXP*-2))) (VP (BES 's) (ADJP-PRD (JJ amazing)) (SBAR-2 (WHNP-1 (WRB how) (JJ much) (JJ good)) (S (NP-SBJ (NP (NNS things)) (PP (IN like) (, ,) (INTJ (UH uh)) (, ,) (NP (NNP Sesame) (NNP Street)))) (VP (MD will) (VP (VB do) (NP (-NONE- *T*-1))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"160","147866:25","i mean i don't know how many laws you would have *-1 to have *t*-2.","","","yes","embedded","yes","","","yes","","","","how","n't","do","know","","","would","","have","have","","","","","no","no",NA,"(WRB how)","how many laws you would have *-1 to have *t*-2","(TOP (S (PRN (S (NP-SBJ (PRP I)) (VP (VBP mean)))) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP-2 (WHADJP (WRB how) (JJ many)) (NNS laws)) (S (NP-SBJ-1 (PRP you)) (VP (MD would) (VP (VB have) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB have) (NP (-NONE- *T*-2))))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"161","149921:37","and that's what *t*-1 really is getting me about what george bush's stand on the budget is *t*-2 right now is that he is saying, i am going *-3 to give you this ludicrous little tax cut so that you'll be happy come november, and you'll elect me again","no","yes","no","embedded","no","","","","","","","what","","","'s","","getting","","","is","right","now","george bush's stand on the budget","george bush's stand on the budget","what","yes","no",NA,"(WP what)","what george bush's stand on the budget is *t*-2 right now","(TOP (S (CC and) (S-SBJ (NP-SBJ (DT that)) (VP (BES 's) (SBAR-NOM-PRD (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *T*-1)) (ADVP (RB really)) (VP (VBZ is) (VP (VBG getting) (NP (PRP me)) (PP (IN about) (SBAR-NOM (WHNP-2 (WP what)) (S (NP-SBJ (NP (NP (NNP George) (NNP Bush) (POS 's)) (NN stand)) (PP (IN on) (NP (DT the) (NN budget)))) (VP (VBZ is) (NP-PRD (-NONE- *T*-2)) (ADVP-TMP (RB right) (RB now)))))))))))) (VP (VBZ is) (SBAR-PRD (IN that) (S (NP-SBJ (PRP he)) (VP (VBZ is) (VP (VBG saying) (, ,) (S-SEZ (NP-SBJ-3 (PRP I)) (VP (VBP am) (VP (VBG going) (S (NP-SBJ (-NONE- *-3)) (VP (TO to) (VP (VB give) (NP (PRP you)) (NP (DT this) (JJ ludicrous) (JJ little) (NN tax) (NN cut)) (SBAR-PRP (IN so) (IN that) (S (S (NP-SBJ (PRP you)) (VP (MD 'll) (VP (VB be) (ADJP-PRD (JJ happy)) (PP-TMP (VBP come) (NP (NNP November)))))) (, ,) (CC and) (S (NP-SBJ (PRP you)) (VP (MD 'll) (VP (VB elect) (NP (PRP me)) (ADVP (RB again)))))))))))))))))) (-DFL- E_S)))","monomorphemic","no"
"162","151302:10","oh, how many members were *t*-1 on the jury?","no","yes","no","root","yes","yes","","","","","","how","","","","","","","","were","","","","","","no","",NA,"(WRB how)","oh, how many members were *t*-1 on the jury?","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (WHNP-1 (WHADJP (WRB how) (JJ many)) (NNS members)) (SQ (VBD were) (NP-SBJ (-NONE- *T*-1)) (PP-PRD (IN on) (NP (DT the) (NN jury)))) (. ?) (-DFL- E_S)))","monomorphemic",""
"163","151342:68","and, you know, * being fair to the person, if the government doesn't prove its case, no matter how you feel *t*-1, you have *-2 to go by what *t*-3's offered *-4 as proof,","no","yes","no","adjunct","no","","","","","","","how","","","","","","","","feel","","","","","how","no","",NA,"(WRB how)","how you feel *t*-1","(TOP (S (CC and) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (S-ADV (NP-SBJ (-NONE- *)) (VP (VBG being) (ADJP-PRD (JJ fair) (PP (IN to) (NP (DT the) (NN person)))))) (, ,) (SBAR-ADV (IN if) (S (NP-SBJ (DT the) (NN government)) (VP (VBZ does) (RB n't) (VP (VB prove) (NP (PRP$ its) (NN case)))))) (, ,) (ADVP (DT no) (NN matter) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (PRP you)) (VP (VBP feel) (ADVP-MNR (-NONE- *T*-1)))))) (, ,) (NP-SBJ-2 (PRP you)) (VP (VBP have) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB go) (PP (IN by) (SBAR-NOM (WHNP-3 (WP what)) (S (NP-SBJ-4 (-NONE- *T*-3)) (VP (BES 's) (VP (VBN offered) (NP (-NONE- *-4)) (PP (IN as) (NP (NN proof)))))))))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"164","151664:44","well, you know, i, i can see how they can say in the work place 0 we, you don't want them to smoke *t*-1,","no","","yes","embedded","no","","","yes","yes","","","how","n't","","see","","","can","n't","say","do","n't","","the work place","","no","no",NA,"(WRB how)","how they can say in the work place 0 we, you don't want them to smoke *t*-1","(TOP (S (INTJ (UH Well)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (MD can) (VP (VB see) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (PRP they)) (VP (MD can) (VP (VB say) (PP-LOC (IN in) (NP (DT the) (NN work) (NN place))) (SBAR (-NONE- 0) (S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP we)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP you)) (RS (-DFL- \])) (VP (VBP do) (RB n't) (VP (VB want) (S (NP-SBJ (PRP them)) (VP (TO to) (VP (VB smoke)))))))) (ADVP-MNR (-NONE- *T*-1)))))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"165","154239:7","so what do you do *t*-1?","no","yes","no","root","no","yes","","","","","","what","","","","","","","","do","do","","","","","no","no",NA,"(WP what)","so what do you do *t*-1?","(TOP (SBARQ (INTJ (UH So)) (WHNP-1 (WP what)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB do) (NP (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"166","155918:16","so. that's where i, i, i'm like,","no","yes","no","embadjunct","no","","","","","","","where","","","'s","","","","","'m","","","","","","no","no",NA,"(WRB where)","where i, i, i'm like","(TOP (S (INTJ (UH so)) (. .) (NP-SBJ (DT That)) (VP (BES 's) (SBAR-LOC-PRD (WHADVP (WRB where)) (S (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (VP-UNF (VBP 'm) (RS (-DFL- \])) (INTJ (IN like)))))) (, ,) (-DFL- N_S)))","monomorphemic","yes"
"167","156889:13","so, julie, how do you feel *t*-1 about aids research?","no","yes","no","root","no","yes","","","","","","how","","","","","","","","do","feel","","","","","no","no",NA,"(WRB how)","so, julie, how do you feel *t*-1 about aids research?","(TOP (SBARQ (RB So) (, ,) (NP-VOC (NNP Julie)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (ADVP (-NONE- *T*-1)) (PP (IN about) (NP (NN AIDS) (NN research))))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"168","157098:15","there are cases where, you know, twenty, thirty years after the fact of * getting evidence, especially as new technology *ich*-2 comes along that *t*-1 might prove their innocence, then, oops, i'm sorry *t*-3,","no","yes","no","relative","no","","","","","","","where","","","","","","","","","","","","","","","",NA,"(WRB where)","where, you know, twenty, thirty years after the fact of * getting evidence, especially as new technology *ich*-2 comes along that *t*-1 might prove their innocence, then, oops, i'm sorry *t*-3","(TOP (S (NP-SBJ (EX There)) (VP (VBP are) (NP-PRD (NP (NNS cases)) (SBAR (WHADVP-3 (WRB where)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (FRAG (PP-TMP (NP-ADV (QP (CD twenty) (, ,) (CD thirty)) (NNS years)) (IN after) (NP (NP (DT the) (NN fact)) (PP (IN of) (S-NOM (NP-SBJ (-NONE- *)) (VP (VBG getting) (NP (NN evidence))))))) (, ,) (SBAR-TMP (ADVP (RB especially)) (IN as) (S (NP-SBJ (NP (JJ new) (NN technology)) (SBAR (-NONE- *ICH*-2))) (VP (VBZ comes) (ADVP (IN along)) (SBAR-2 (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (MD might) (VP (VB prove) (NP (PRP$ their) (NN innocence))))))))) (, ,) (ADVP (RB then)) (, ,) (S-SEZ (INTJ (UH oops)) (, ,) (-DFL- E_S) (NP-SBJ (PRP I)) (VP (VBP 'm) (ADJP-PRD (JJ sorry)) (ADVP (-NONE- *T*-3)))))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"169","157924:13","so that's why i'm planning and, and preparing for the, uh, education of my children, also try and set that money aside *t*-1.","no","yes","no","embedded","no","","","","","","money","why","","","'s","","","","","'m","planning","preparing","","the, uh, education of my children","","no","no",NA,"(WRB why)","why i'm planning and, and preparing for the, uh, education of my children, also try and set that money aside *t*-1","(TOP (S (RB So) (NP-SBJ (DT that)) (VP (BES 's) (SBAR-PRD-PRP (WHADVP-1 (WRB why)) (S (NP-SBJ (PRP I)) (VP (VP (VBP 'm) (VP (VP (VBG planning)) (EDITED (RM (-DFL- \[)) (CC and) (, ,) (IP (-DFL- \+))) (CC and) (RS (-DFL- \])) (VP (VBG preparing) (PP (IN for) (NP (NP (DT the) (, ,) (INTJ (UH uh)) (, ,) (NN education)) (PP (IN of) (NP (PRP$ my) (NNS children)))))))) (, ,) (ADVP (RB also)) (VP (VP (VB try)) (CC and) (VP (VB set) (NP (DT that) (NN money)) (ADVP (RB aside)))) (ADVP-PRP (-NONE- *T*-1)))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"170","158110:17","and i feel 0 when my children were very young *t*-2, i had jobs that *t*-1 helped me be flexible with my schedule and spend time with them and all that sort of thing.","no","yes","no","embadjunct","no","","","","","","","when","","","feel","","","","","were","very","young","","","","no","no",NA,"(WRB when)","when my children were very young *t*-2","(TOP (S (CC And) (NP-SBJ (PRP I)) (VP (VBP feel) (SBAR (-NONE- 0) (S (SBAR-TMP (WHADVP-2 (WRB when)) (S (NP-SBJ (PRP$ my) (NNS children)) (VP (VBD were) (ADJP-PRD (RB very) (JJ young)) (ADVP-TMP (-NONE- *T*-2))))) (, ,) (NP-SBJ (PRP I)) (VP (VBD had) (NP (NP (NNS jobs)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBD helped) (S (NP-SBJ (PRP me)) (VP (VP (VB be) (ADJP-PRD (JJ flexible) (PP (IN with) (NP (PRP$ my) (NN schedule))))) (CC and) (VP (VB spend) (NP (NN time)) (PP (IN with) (NP (PRP them)))) (CC and) (NP-ETC (NP (PDT all) (DT that) (NN sort)) (PP (IN of) (NP (NN thing)))))))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"171","158475:34","because they do, do things differently when you're not around *t*-1,","no","yes","no","embadjunct","no","","","yes","yes","","","when","not","do","do","","","","not","'re","not","around","","","","no","no",NA,"(WRB when)","when you're not around *t*-1","(TOP (SBAR-PRP (IN Because) (S (NP-SBJ (PRP they)) (RM (-DFL- \[)) (VP (VBP do) (, ,) (IP (-DFL- \+)) (VP (VBP do) (RS (-DFL- \])) (NP (NNS things)) (ADVP-MNR (RB differently)) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP you)) (VP (VBP 're) (RB not) (ADVP-LOC-PRD (RB around)) (ADVP-TMP (-NONE- *T*-1)))))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"172","158994:4","what are you studying *t*-1 down there?","no","yes","no","root","no","yes","","","","","","what","","","","","","","","are","studying","there","","","","no","no",NA,"(WP What)","what are you studying *t*-1 down there?","(TOP (SBARQ (WHNP-1 (WP What)) (SQ (VBP are) (NP-SBJ (PRP you)) (VP (VBG studying) (NP (-NONE- *T*-1)) (PP-LOC (IN down) (ADVP (RB there))))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"173","159271:44","but * leave it up to the more experienced person who *t*-1 knows how it fits *t*-2 into the, uh, kind of the rate for different mumblex.","no","yes","no","embedded","no","","","","","","","how","","","knows","","","","","fits","kind","of","","the","how","no","no",NA,"(WRB how)","how it fits *t*-2 into the, uh, kind of the rate for different mumblex","(TOP (S-IMP (CC but) (NP-SBJ (-NONE- *)) (VP (VB leave) (NP (PRP it)) (PP (IN up) (PP (IN to) (NP (NP (DT the) (ADJP (RBR more) (JJ experienced)) (NN person)) (SBAR (WHNP-1 (WP who)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (PRP it)) (VP (VBZ fits) (ADVP-MNR (-NONE- *T*-2)) (PP (IN into) (EDITED (NP-UNF (DT the))) (, ,) (INTJ (UH uh)) (, ,) (ADVP (RB kind) (RB of)) (NP (NP (DT the) (NN rate)) (PP (IN for) (NP-UNF (JJ different)) (X (XX MUMBLEx))))))))))))))) (. .) (-DFL- N_S)))","monomorphemic","no"
"174","159819:13","but i know what i like *t*-1 when it's, uh, when i like a sound. a certain kind of sound *t*-2,","no","yes","no","embedded","no","","","","","","","what","","","know","","","","","like","","","","","","no","no",NA,"(WP what)","what i like *t*-1","(TOP (S (CC But) (NP-SBJ (PRP I)) (VP (VBP know) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBP like) (NP (-NONE- *T*-1))))) (EDITED (RM (-DFL- \[)) (SBAR-TMP (WHADVP (WRB when)) (S (NP-SBJ (PRP it)) (VP-UNF (BES 's)))) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (SBAR-TMP (WHADVP-2 (WRB when)) (S (NP-SBJ (PRP I)) (VP (VBP like) (RS (-DFL- \])) (NP (NP (DT a) (NN sound)) (. .) (NP (NP (DT A) (JJ certain) (NN kind)) (PP (IN of) (NP (NN sound))))) (ADVP-TMP (-NONE- *T*-2)))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"175","160957:61","and especially when you've got the bush administration who *t*-1 has increased government expenditures, uh, beyond what any other president since world war two has done *t*-2 *t*-3","no","yes","no","fragment","no","","","","","any","done","what","","","","","increased","","","has","done","","any other president since world war two","any other president since world war two","what","yes","no",NA,"(WP what)","what any other president since world war two has done *t*-2","(TOP (FRAG (CC and) (ADVP (RB especially)) (SBAR-TMP (WHADVP-3 (WRB when)) (S (NP-SBJ (PRP you)) (VP (VBP 've) (VP (VBN got) (NP (NP (DT the) (NNP Bush) (NN administration)) (SBAR (WHNP-1 (WP who)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBZ has) (VP (VBN increased) (NP (NN government) (NNS expenditures)) (, ,) (INTJ (UH uh)) (, ,) (PP (IN beyond) (SBAR-NOM (WHNP-2 (WP what)) (S (NP-SBJ (NP (DT any) (JJ other) (NNP President)) (PP-TMP (IN since) (NP (NNP World) (NNP War) (CD Two)))) (VP (VBZ has) (VP (VBN done) (NP (-NONE- *T*-2)))))))))))) (ADVP-TMP (-NONE- *T*-3)))))) (-DFL- E_S)))","monomorphemic","no"
"176","161030:9","but, what *t*-1's very funny is 0 in our town meeting they were v-,","no","yes","no","adjunct","no","","","","","","","what","","","","","","","","'s","very","funny","","","","no","",NA,"(WP what)","what *t*-1's very funny","(TOP (S (CC But) (, ,) (SBAR-NOM-SBJ (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *T*-1)) (VP (BES 's) (ADJP-PRD (RB very) (JJ funny))))) (VP (VBZ is) (SBAR-PRD (-NONE- 0) (S (PP (IN in) (NP (PRP$ our) (NN town) (NN meeting))) (NP-SBJ (PRP they)) (VP (VBD were) (X (XX v-)))))) (, ,) (-DFL- N_S)))","monomorphemic","no"
"177","161840:20","and, uh, that's when you really start *-1 getting into speed *t*-2. you know,","no","yes","no","embadjunct","no","","","","","","","when","","","'s","","","","","start","getting","","","","","no","no",NA,"(WRB when)","when you really start *-1 getting into speed *t*-2","(TOP (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (DT that)) (VP (BES 's) (SBAR-TMP-PRD (WHADVP-2 (WRB when)) (S (NP-SBJ-1 (PRP you)) (ADVP (RB really)) (VP (VBP start) (S (NP-SBJ (-NONE- *-1)) (VP (VBG getting) (PP (IN into) (NP (NN speed))))) (ADVP-TMP (-NONE- *T*-2))))) (PRN (. .) (S (NP-SBJ (PRP You)) (VP (VBP know))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"178","161919:4","how do you like it down there in texas *t*-1?","no","yes","no","root","no","yes","","","","","","how","","","","","","","","do","like","there","","","","no","no",NA,"(WRB how)","how do you like it down there in texas *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB like) (NP (PRP it)) (PP-LOC (IN down) (ADVP (RB there))) (PP-LOC (IN in) (NP (NNP Texas))) (ADVP (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"179","164868:40","it gives you a whole different perspective on the news, uh, when you hear it from, say, a european point of view, or from the country of origin *t*-1.","no","yes","no","embadjunct","no","","","","","","","when","","","gives","","","","","hear","european","","","a european point of view","","no","no",NA,"(WRB when)","when you hear it from, say, a european point of view, or from the country of origin *t*-1","(TOP (S (NP-SBJ (PRP It)) (VP (VBZ gives) (NP (PRP you)) (NP (NP (DT a) (ADJP (RB whole) (JJ different)) (NN perspective)) (PP (IN on) (NP (DT the) (NN news)))) (, ,) (INTJ (UH uh)) (, ,) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP you)) (VP (VBP hear) (NP (PRP it)) (PP (PP (IN from) (, ,) (INTJ (UH say)) (, ,) (NP (NP (DT a) (JJ European) (NN point)) (PP (IN of) (NP (NN view))))) (, ,) (CC or) (PP (IN from) (NP (NP (DT the) (NN country)) (PP (IN of) (NP (NN origin)))))) (ADVP-TMP (-NONE- *T*-1)))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"180","165374:11","i know what *t*-1 needs *-2 to be done *-3","yes","yes","no","embedded","no","","","","","","done","what","","","know","","","","","needs","be","done","","","","no","no",NA,"(WP what)","what *t*-1 needs *-2 to be done *-3","(TOP (S (NP-SBJ (PRP I)) (VP (VBP know) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ-2 (-NONE- *T*-1)) (VP (VBZ needs) (S (NP-SBJ-3 (-NONE- *-2)) (VP (TO to) (VP (VB be) (VP (VBN done) (NP (-NONE- *-3)))))))))) (-DFL- E_S)))","monomorphemic","no"
"181","166993:42","it seems to me 0 i'm always challenged *-2 peremptorily also when i go to these things *t*-1.","no","yes","no","embadjunct","no","","","","","","","when","","","challenged","","","","","go","","","","these things","","no","no",NA,"(WRB when)","when i go to these things *t*-1","(TOP (S (NP-SBJ (PRP it)) (VP (VBZ seems) (PP (IN to) (NP (PRP me))) (SBAR (-NONE- 0) (S (NP-SBJ-2 (PRP I)) (VP (VBP 'm) (ADVP-TMP (RB always)) (VP (VBN challenged) (NP (-NONE- *-2)) (ADVP-MNR (RB peremptorily)) (ADVP (RB also)) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP I)) (VP (VBP go) (PP (IN to) (NP (DT these) (NNS things))) (ADVP-TMP (-NONE- *T*-1)))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"182","167372:38","and this was a, a lincoln log house where you have the wall partitions *t*-1","no","yes","no","relative","no","","","","","","wall","where","","","","","","","","have","","","","the wall partitions","where","no","no",NA,"(WRB where)","where you have the wall partitions *t*-1","(TOP (S (CC And) (NP-SBJ (DT this)) (VP (VBD was) (EDITED (RM (-DFL- \[)) (NP-PRD-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP-PRD (NP (DT a) (RS (-DFL- \])) (NNP Lincoln) (NN log) (NN house)) (SBAR (WHADVP-1 (WRB where)) (S (NP-SBJ (PRP you)) (VP (VBP have) (NP (DT the) (NN wall) (NNS partitions)) (ADVP (-NONE- *T*-1))))))) (-DFL- E_S)))","monomorphemic","no"
"183","168613:7","but when i've got *-1 to work *-2 to pay my dues and your dues *t*-3 then i don't like you very much anymore.","yes","yes","no","embadjunct","no","","","","","","","when","","","","","","","","'ve","got","work","","","","no","no",NA,"(WRB when)","when i've got *-1 to work *-2 to pay my dues and your dues *t*-3","(TOP (S (CC But) (SBAR-TMP (WHADVP-3 (WRB when)) (S (NP-SBJ-1 (PRP I)) (VP (VBP 've) (VP (VBN got) (S (NP-SBJ-2 (-NONE- *-1)) (VP (TO to) (VP (VB work) (S-PRP (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB pay) (NP (NP (PRP$ my) (NNS dues)) (CC and) (NP (PRP$ your) (NNS dues)))))) (ADVP-TMP (-NONE- *T*-3))))))))) (ADVP (RB then)) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB like) (NP (PRP you)) (ADVP (RB very) (RB much)) (ADVP-TMP (RB anymore)))) (. .) (-DFL- E_S)))","monomorphemic","no"
"184","170051:38","and it didn't look like, uh, you know, how, yo-, you, you walk into some rooms *t*-1 and there's, it's completely generic.","no","yes","no","embedded","no","","","yes","","","some","how","n't","did","","","look","","","walk","'s","'s","","some rooms","how","no","no",NA,"(WRB how)","how, yo-, you, you walk into some rooms *t*-1 and there's, it's completely generic","(TOP (S (CC and) (NP-SBJ (PRP it)) (VP (VBD did) (RB n't) (VP (VB look) (PP (IN like) (, ,) (INTJ (UH uh)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (SBAR (WHADVP-1 (WRB how)) (, ,) (S (S (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (NP-SBJ-UNF (PRP yo-)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP you)) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (NP-SBJ (PRP you)) (RS (-DFL- \])) (VP (VBP walk) (PP-DIR (IN into) (NP (DT some) (NNS rooms))) (ADVP-MNR (-NONE- *T*-1)))) (-DFL- E_S) (CC and) (S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (EX there)) (VP-UNF (BES 's))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP it)) (VP (BES 's) (RS (-DFL- \])) (ADJP-PRD (RB completely) (JJ generic))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"185","170944:54","and, with medicine being the way 0 it is *t*-1, you're extending life where sometimes the quality of living has gone down *t*-2","no","yes","no","relative","no","","","","","","gone","where","","","","","","","","has","gone","","the quality of living","the quality of living","where","yes","no",NA,"(WRB where)","where sometimes the quality of living has gone down *t*-2","(TOP (S (CC And) (, ,) (PP (IN with) (S-NOM (NP-SBJ (NN medicine)) (VP (VBG being) (NP-PRD (NP (DT the) (NN way)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (PRP it)) (VP (VBZ is) (ADVP-MNR-PRD (-NONE- *T*-1))))))))) (, ,) (NP-SBJ (PRP you)) (VP (VBP 're) (VP (VBG extending) (NP (NP (NN life)) (SBAR (WHADVP-2 (WRB where)) (S (ADVP-TMP (RB sometimes)) (NP-SBJ (NP (DT the) (NN quality)) (PP (IN of) (NP (NN living)))) (VP (VBZ has) (VP (VBN gone) (ADVP-DIR (RP down)) (ADVP-LOC (-NONE- *T*-2))))))))) (-DFL- E_S)))","monomorphemic","no"
