Item_ID	Sentence	ModalPresent	Finite	QuestionType	DegreeQ
18835:21	i think 0 that's when you, you start *-1 deciding that you really need greater assets than you already have *?* *t*-2. when you start *-3 seeing what all they can do *t*-1 for you *t*-2.	no	yes	emb	no
18835:96	i think 0 that's when you, you start *-1 deciding that you really need greater assets than you already have *?* *t*-2. when you start *-3 seeing what all they can do *t*-1 for you *t*-2.	no	yes	emb	no
18835:114	i think 0 that's when you, you start *-1 deciding that you really need greater assets than you already have *?* *t*-2. when you start *-3 seeing what all they can do *t*-1 for you *t*-2.	no	yes	emb	no
18885:4	where do you live *t*-1?	no	yes	root	no
18892:31	but i'm now in palo alto, california which *t*-1 is, i think 0 *t*-2, the recycling capital of the world.	no	yes	rc	no
18901:25	they just opened up a recycling center where we go *t*-1 and donate our, our things and dump them off ourselves.	no	yes	rc	no
18916:25	there's a few places in houston where they're trying that out *t*-1.	no	yes	rc	no
18917:75	i don't know if it's, the, if they've done it citywide yet *ich*-2 or not where they have the color coded, uh, bags and, uh, bins *t*-1.	no	yes	emb	no
18932:49	and the garbage men come by and, uh, collect them and leave us new bags when ours get old and ratty *t*-1 or leave the ones if they're still in good shape.	no	yes	emb	no
18944:62	we've got several bins in our, on, in our garage where we, uh, you know, sort things out *t*-1 and, and take it to, to the appropriate places.	no	yes	rc	no
18949:40	at my office, we have two big cardboard boxes in the library where everybody goes *t*-1 *-2 to pick up their mail,	no	yes	rc	no
18979:34	and it's really going *-1 to be a mess when they have *-2 to start *-3 hunting for places 0 * to put the things *t*-4 *t*-5.	no	yes	emb	no
19006:58	and then the, uh, they take them to a special part of our dump where composting is now in full swing *t*-1,	no	yes	rc	no
19007:62	and at the end of every year, uh, they sell all the composts to nurserymen and to local people who *t*-1 want *-2 to put it on their flower beds.	no	yes	rc	no
19031:120	i think 0 it's, it *exp*-2's, to me more of a convenience *ich*-4 * to have them come *-3 pick it up, then * to get that two cents when you take it to the store *t*-1.	no	yes	emb	no
19038:28	we still have bins at the grocery stores where you can turn in bottles and cans, for cash *t*-1.	no	yes	rc	no
19087:54	and wi-, there, right outside the, that place where the garbage can is *t*-1 we have the bag for the newspapers,	no	yes	rc	no
19093:52	my husband about once a weekend he'll go, uh, to a couple of areas where he knows that the people just throw cans out *t*-1.	no	yes	rc	no
19109:5	when you were talking about the composting *t*-1, the only thing that our city did *t*-3 that was they di-, uh, provided a place 0 for us to take our christmas trees. uh, to 0 for them to mulch *t*-2. for, for city use *t*-4.	no	yes	adj	no
19175:16	and i've seen where some places have taken a plastic *t*-3 and, uh, they're recycling them into other plastics. and the styrofoam also into insulation and things like that *t*-3	no	yes	emb	no
19204:53	now we quit that about two years ago, no, three years ago when we got china mugs for everybody *t*-1.	no	yes	emb	no
19229:79	i h-, i have *-1 to believe 0 everybody is starting *-2 to pay attention and take heed of what *t*-3 is happening.	no	yes	nom	no
19241:9	well, what is your view *t*-1,	no	yes	root	no
19245:71	well, you know, it's, it *exp*-3's real confusing right now * to know what kind of a, of, of a threat it is *t*-1, i guess 0 *t*-2,	no	yes	emb	no
19249:155	it, it takes awhile * to, to get used to something, you know, if, if they have completely chain-, on the, place has completely turned that much around to where they're not, you know, not what they used *-2 to be *t*-1 *t*-3,	no	yes	emb	no
19249:192	it, it takes awhile * to, to get used to something, you know, if, if they have completely chain-, on the, place has completely turned that much around to where they're not, you know, not what they used *-2 to be *t*-1 *t*-3,	no	yes	nom	no
19255:181	it's, it *exp*-1's hard * to, to know anymore if it's a, a threat one way or another because, uh, it used *-3 to be s-, so, f-, much in the past that whatever the top said *t*-2 the rest fell, you know, rank and file in behind it.	no	yes	emb	no
19266:59	whereas, whereas in the past it was seen *-3 as, you know, whoever *t*-1 was the head of the, the communist party was seen *-2 as, you know, untouchable.	no	yes	nom	no
19301:16	i don't know what the percentages are *t*-1,	no	yes	emb	no
19308:21	and finally, you know, who *t*-1 knows	no	yes	root	no
19318:79	even if it is, you know, the best thing in the long run, it just steps on too many people *ich*-3's toes, who *t*-1 are comfortable with the way 0 the situation is *t*-2.	no	yes	emb	no
19324:42	i, i think, you know, 0 what i'd have *-1 to,	no	yes	nom	no
19329:5	what i haven't seen *t*-1 is the, uh, you know, a great stepping back in the military, situation.	no	yes	nom	no
19353:28	uh, but, of course, the people who *t*-1 have challenged that or tried *-2 to do, on-, have cor-, have not been world powers.	no	yes	rc	no
19365:40	whereas, you know, if the soviet union would have, who *t*-2 knows what taking over mongolia or, or something like that, who *t*-1 is really, will we have been more just rhetoric, uh, rather than *-3 going in there officially or, you know, physically and try *-4 to, to remove them.	no	yes	nom	no
19365:50	whereas, you know, if the soviet union would have, who *t*-2 knows what taking over mongolia or, or something like that, who *t*-1 is really, will we have been more just rhetoric, uh, rather than *-3 going in there officially or, you know, physically and try *-4 to, to remove them.	no	yes	nom	no
19365:96	whereas, you know, if the soviet union would have, who *t*-2 knows what taking over mongolia or, or something like that, who *t*-1 is really, will we have been more just rhetoric, uh, rather than *-3 going in there officially or, you know, physically and try *-4 to, to remove them.	no	yes	rc	no
19374:63	and all of a sudden it was like somebody in the, in the red square or wherever said, okay,	no	yes	emb	no
19472:21	and that was the whole idea why they had so many buffers *t*-1	no	yes	rc	no
19490:37	i knew a lot of guys in the service 0 when they were sent *-1 to germany *t*-2 *t*-4 they said 0 that's the safest place in the world because if a war starts, all the bombs are going *-3 to go right over germany	no	yes	rc	no
19502:42	well, uh, i, i guess, 0 what they'd have *-1 to do *t*-2 * to,	no	yes	nom	no
19505:15	i hope that what *t*-1's happening is exactly the way 0 it appears *t*-2.	no	yes	subj	no
19510:80	it *exp*-2's kind of a strange thing 0 we've been trying *-1 to make something like this happen for so long that when it finally happens *t*-3 you say, whoa, * wait a minute,	no	yes	emb	no
19512:11	nobody knows what * to do *t*-1.	no	yes	emb	no
19514:54	you know. what's, uh, what's, what's *t*-1 really happening here.	no	yes	root	no
19521:13	but you wonder how, well, this thing,	no	yes	exclam	no
19522:16	w-, who, was it *t*-2	no	yes	root	no
19523:104	boris yeltsin, the guy that *t*-1's running the, uh, or evidently was elected *-2 president of the soviet, for the russian republic, which *t*-3 is, i guess, the, uh, the biggest,	no	yes	rc	no
19531:35	i get confused between all the, which *t*-1 is the soviet provinces versus which *t*-2 are the, the russian provinces, versus what *t*-3 are,	no	yes	nom	no
19531:56	i get confused between all the, which *t*-1 is the soviet provinces versus which *t*-2 are the, the russian provinces, versus what *t*-3 are,	no	yes	nom	no
19531:94	i get confused between all the, which *t*-1 is the soviet provinces versus which *t*-2 are the, the russian provinces, versus what *t*-3 are,	no	yes	nom	no
19538:36	was there nineteen of them or, or whatever,	no	yes	root	no
19549:5	what i read *t*-1 when the, uh, lee-, uh, united nations was setup *-2 in, in san francisco *t*-3, one of the first things 0 the russians wanted *-4 to do *t*-5 was * bring in each one of the, uh, of these, you know, republics, as a separate country,	no	yes		no
19549:19	what i read *t*-1 when the, uh, lee-, uh, united nations was setup *-2 in, in san francisco *t*-3, one of the first things 0 the russians wanted *-4 to do *t*-5 was * bring in each one of the, uh, of these, you know, republics, as a separate country,	no	yes	emb	no
19578:21	wh-, uh, w-, what do you get shot *-1 by *t*-5	no	yes	root	no
19579:51	something that *t*-2's called *-1 a, an economic force or what *t*-3 is called *-4 a military pact,	no	yes	nom	no
19593:4	what do you do *t*-1 with all these troops that *t*-2 have been taken care of *-3 by, uh, bulgaria and, and czechoslovakia	no	yes	root	no
19601:16	well, that's what they're saying *t*-2	no	yes	nom	no
19603:4	what are we going *-2 to do *t*-1 with all the soldiers over there?	no	yes	root	no
19608:4	what *t*-1's going *-3 to happen to the economies that *t*-2 are no longer have a, a million plus people *ich*-4 in the indu-, you know, in each country from the u s...	no	yes		no
19614:22	the question was, uh, what kind of books do you read *t*-1 for entertainment, uh, uh, i guess 0 *t*-2,	no	yes	emb	no
19633:22	what, uh, what kind of,	no	yes	exclam	no
19655:18	by, uh, somebody who *t*-1 was there	no	yes	rc	no
19659:10	a guy who *t*-1 was there as a, uh, foot soldier.	no	yes	rc	no
19672:9	so, what's the latest one 0 you've read *t*-1 *t*-2?	no	yes	root	no
19674:18	well, i tell you what,	no	yes		no
19677:55	i read an awful lot of, uh, periodicals and, uh, you know, almost what you call *t*-1 reference books.	no	yes	nom	no
19737:129	it was made *-2 * to placate some of the northern support but not completely alienate all the southern support because, you know, it was, uh, if you read it, it only emancipated those who *t*-1 were in areas, uh, in rebellion against the united states.	no	yes	rc	no
19738:15	all the other areas which *t*-2 would, i think at that time would have included west virginia and, oh, * may have been *rnr*-3 kentucky, a few states, you know, that *t*-1 were not part of the south but still had slaves.	no	yes	rc	no
19744:17	well, you know what else *t*-1 really surprised me, now	no	yes	emb	no
19768:4	where's some reference to this goddamn state of texas and the role that they played *t*-1 either leading up to *rnr*-2 or in *rnr*-2 the civil war *t*-3.	no	yes	root	no
19778:85	and the only, the only way that they had any part in it *t*-3 was after worth as to, you know, who *t*-1's going *-2 to be going there.	no	yes	nom	no
19785:82	if you ever get a chance * to go over to vicksburg, the battleground at vicksburg, uh, there's an area there where there was, uh, some texas, uh, groups *t*-1	no	yes	rc	no
19792:119	but he held off, uh, you know, just he and a handful of guys managed *-1 to hold off the whole union navy for a while from *-2 coming up the sabine river which *t*-3 was of no consequence but still is an interesting story.	no	yes		no
19794:18	well, you know, why they actually held them off *t*-1?	no	yes	emb	no
19840:58	hell, we didn't even, you know, we didn't even know where the mason dixon line was *t*-2,	no	yes	emb	no
19857:18	so, you know. what does that make me *t*-1,	no	yes	root	no
19862:14	or, god knows what.	no	yes		no
19884:28	well, i've gone to the point where my husband, my husband travels, i get out like, you know, two or three books *t*-1.	no	yes	rc	no
19906:36	you know, i think 0 i read hawaii, when i was about ten years old *t*-1	no	yes	emb	no
19914:4	which is about the developmental level that, you know, you need *-1 to be at *t*-2 *-1 to read those things,	no	yes		no
19917:5	whatever one it was *t*-1 it was such a blockbuster seller.	no	yes		no
19950:19	well, because that's where my folks all came from *t*-1.	no	yes	adj	no
19983:29	and, uh, i was reading dune. which *t*-1 seeming rather ironic.	no	yes		no
20027:83	*-2 even having read the book, and i've read that book probably three times, *-2 watching that movie, i couldn't figure out, what they were talking about *t*-1, at all.	no	yes	emb	no
20054:9	somebody who, *t*-1 saw the movie here the other day told me 0 it was the most terrifying thing 0 they'd ever seen *t*-2,	no	yes	rc	no
